,Unnamed: 0,Unnamed: 0.1,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Entertainment,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
5064,1064,1064,d980ef34-c764-4c8b-b353-4386d493318e,50,With Spouse,Toronto,43.67280991,-79.3889462,fulltime,58403.4,149,6,17,6,18,12,0,0,0,0,0,58697.53
5067,1067,1067,810413a6-c160-4524-950e-4963d784bfe6,39,With Spouse,Toronto,43.64017749,-79.47511742,fulltime,55280,146,6,8,7,27,9,0,0,0,0,0,47656.62
5071,1071,1071,407ae5d9-359f-4bcb-95cd-d5ca8a3846c1,63,With Spouse,Toronto,43.67784786,-79.45015487,unemployed,0,112,0,7,0,0,0,0,0,6,0,0,2525.756053
5080,1080,1080,91fae5ae-ebac-4096-8508-a7cde9f9ba22,49,With Spouse,Toronto,43.66639396,-79.42368658,fulltime,54440.1,142,8,16,40,19,11,6,0,0,0,0,45098.47
5083,1083,1083,15b64a89-4273-4466-9a5e-d2829d0d6a24,51,With Spouse,Toronto,43.66507904,-79.41741162,unemployed,0,117,0,7,0,0,0,0,0,6,0,0,2600.80451
5084,1084,1084,99179f3b-cd36-4388-b34d-82e7d1ced464,35,With Spouse,Toronto,43.65481686,-79.40148005,unemployed,0,117,0,13,0,0,0,0,0,6,0,0,2431.45284
5088,1088,1088,bb917dad-d911-4530-b254-b7927a0023c9,35,With Spouse,Toronto,43.64263656,-79.4230275,fulltime,37140,152,7,155,19,21,10,0,0,0,0,0,34719.04
5091,1091,1091,eb18d680-176a-4d1b-aedf-9d04c442af07,47,With Spouse,Toronto,43.64820845,-79.43780871,parttime,29735.2,148,6,141,26,28,7,0,0,0,0,0,27956.36
5094,1094,1094,0c5ec454-be37-45d5-9af5-a88aaaa9f3dd,49,With Spouse,Toronto,43.70882105,-79.38946915,fulltime,74609.7,144,7,9,0,17,11,0,0,0,0,0,80918.17
5095,1095,1095,3a1d4207-10c4-4668-8e97-9dbb0ffe2ce2,46,With Spouse,Toronto,43.64843846,-79.40564197,fulltime,104172.2,146,7,9,34,13,11,0,0,0,7,0,95508.68
5098,1098,1098,60bf1206-a688-4edc-a966-2c8589fb6609,43,With Spouse,Toronto,43.66875802,-79.44504419,parttime,31180.6,134,5,8,6,20,8,0,0,0,0,0,20861.69
5102,1102,1102,e0ae05dd-6aca-42cb-9b46-dc86050e1c25,49,With Spouse,Toronto,43.66507904,-79.41741162,fulltime,147061.2,148,6,148,25,24,13,0,0,0,7,0,161692.51
5103,1103,1103,bca73b1d-6dc7-4f95-b5db-f4fbbcf3fe8d,52,With Spouse,Toronto,43.70632997,-79.4026986,fulltime,65882.35,138,7,14,7,13,11,1,0,0,0,0,69843.83
5108,1108,1108,3bff2dd0-6689-49b9-bd48-82d95b47b380,55,With Spouse,Toronto,43.68963967,-79.30219973,parttime,22040.9,146,7,17,6,19,7,0,0,0,0,0,20827.11
5110,1110,1110,8730e7a9-be5f-4c47-9d20-1390ebe7f58b,50,With Spouse,Toronto,43.67132863,-79.40598867,fulltime,58952.3,150,7,10,12,12,8,0,0,0,0,0,60788.65
5113,1113,1113,d1c2bb78-6991-46a6-a9a1-ecc89dd7656f,53,With Spouse,Toronto,43.70451174,-79.42472303,fulltime,54453.65,144,7,7,12,14,11,0,0,0,0,0,58939.72
5116,1116,1116,146f50f8-e49e-4cb3-8c9d-20c2074b6236,51,With Spouse,Toronto,43.65621109,-79.40110974,parttime,18271.2,144,7,137,13,23,10,0,0,0,0,0,15220.93
5117,1117,1117,243c8455-c8ec-4c17-a33a-e8b8d25b0fab,55,With Spouse,Toronto,43.70544805,-79.42763398,fulltime,95958.3,143,7,138,7,14,13,1,13,0,0,0,104382.84
5120,1120,1120,a2c892a0-8c4e-4e4c-b3b9-c5b87f235249,49,With Spouse,Toronto,43.6605928,-79.37834504,fulltime,62419.5,149,6,16,6,14,8,0,0,0,7,0,55835.95
5123,1123,1123,4ee3905f-e716-4600-9294-616bb66f184f,56,With Spouse,Toronto,43.63994376,-79.47358752,fulltime,47013.15,141,7,131,7,16,8,0,0,0,0,0,42691.08
5126,1126,1126,0458773b-e406-4325-8e7b-0f95c165e2bc,49,With Spouse,Toronto,43.6791497,-79.32109772,fulltime,52162,147,7,10,26,14,10,5,0,7,0,0,53544.83
5128,1128,1128,0dafa6ca-ec74-4080-95f7-cdb0ac7873cb,35,With Spouse,Toronto,43.68408158,-79.29646629,fulltime,59531,159,6,20,27,22,11,5,0,0,0,2,54535.41
5131,1131,1131,9bcd6fd1-188b-4692-9519-0988451651a8,54,With Spouse,Toronto,43.68159968,-79.30146143,parttime,24658.3,141,6,6,0,15,8,0,13,0,7,0,13375.01
5135,1135,1135,fc1082c8-a530-4e7f-8ebf-f014b45da5b6,67,With Spouse,Toronto,43.65040499,-79.39216843,fulltime,41715.45,143,7,16,13,17,9,0,0,0,0,0,43184.93
5138,1138,1138,9733c91f-44ea-4c8e-a8de-bc58c81fae26,54,With Spouse,Toronto,43.66956979,-79.37520856,parttime,13904.65,140,7,7,25,20,9,6,13,7,0,0,9898.45
5142,1142,1142,592d8d84-4a79-4990-8b08-e19899544eb6,50,With Spouse,Toronto,43.68177612,-79.45914682,unemployed,0,114,0,10,0,0,0,0,0,6,0,0,3295.188591
5144,1144,1144,57da1593-b48c-46e0-aa4e-4c84b1a6ad7b,64,With Spouse,Toronto,43.70451174,-79.42472303,fulltime,36508.5,142,6,142,13,18,8,1,0,0,7,0,35839.29
5150,1150,1150,472f391d-ed02-491b-940c-c05fe6fa232e,40,With Spouse,Toronto,43.68237563,-79.31477641,fulltime,60485,146,6,9,6,12,9,1,0,0,0,0,52480.12
5156,1156,1156,49b2c572-14c0-4487-a4ea-72c3faa0baf8,53,With Spouse,Toronto,43.66316617,-79.41339451,fulltime,66986.35,138,6,7,0,18,10,0,14,0,0,0,61678.29
5157,1157,1157,3a04b386-6436-4396-a248-39ce1dc160ac,53,With Spouse,Toronto,43.65664362,-79.35479174,fulltime,53446.25,149,7,8,25,13,12,5,0,7,0,2,53126.8
5160,1160,1160,5131a11a-159e-426c-a0bf-a9d795b95c4f,34,With Spouse,Toronto,43.65847748,-79.46975774,fulltime,54703,157,8,18,34,16,10,5,14,0,0,0,50526.3
5162,1162,1162,b8a1c90d-21fa-409f-8d7d-9b88524f6a22,55,With Spouse,Toronto,43.6785174,-79.35632741,fulltime,62882,143,7,7,6,26,8,0,0,0,0,2,66686.82
5163,1163,1163,6f2a3fcd-2130-4c0e-9050-baa597d94e55,38,With Spouse,Toronto,43.73325801,-79.40399976,fulltime,74172,154,8,19,13,22,12,0,0,0,7,0,78796.76
5166,1166,1166,dd15f64b-6c62-425f-9078-7a58dd6c6cc7,55,With Spouse,Toronto,43.66743469,-79.31731829,parttime,32593.3,144,5,16,12,20,9,0,0,0,0,0,31192.7
5170,1170,1170,aa431094-c60c-46ec-8d0f-ef8e3b7ba759,56,With Spouse,Toronto,43.6785174,-79.35632741,fulltime,56067.1,146,7,135,13,16,12,0,0,0,7,0,59012.17
5172,1172,1172,96d53da5-74b0-44b9-b71d-2bbd9b7e2123,36,With Spouse,Toronto,43.68185366,-79.29112857,fulltime,58791,143,6,16,0,18,9,0,0,0,0,0,51229.04
5175,1175,1175,341bc8e8-7767-448e-9ed6-920b8692d641,74,With Spouse,Toronto,43.66740764,-79.41648487,unemployed,35644.7,147,7,7,27,24,13,5,13,0,0,0,30280.23
5181,1181,1181,df9d19cc-40bb-4ca7-b0c1-30a2fd6e5890,39,With Spouse,Toronto,43.65099751,-79.4165558,fulltime,22091,148,7,9,6,19,8,0,0,0,7,0,21558.27
5184,1184,1184,f7e15eae-27c2-49d2-bd3d-f48674f51f21,49,With Spouse,Toronto,43.662202,-79.38416649,fulltime,37460.5,145,7,145,12,14,11,0,0,0,0,0,36542.76
5187,1187,1187,aac8193b-c209-4f51-98d1-1aa1920ecf47,46,With Spouse,Toronto,43.68180217,-79.31732796,fulltime,45801.8,141,6,12,27,19,11,2,12,0,0,0,39200.03
5190,1190,1190,a5c8e49a-c5f2-4808-82e3-f4f4e1d39d81,51,With Spouse,Toronto,43.64989308,-79.39643131,parttime,32050.5,147,5,8,6,14,8,0,0,0,0,0,32165.47
5193,1193,1193,ec6076b4-10df-4fec-ba98-e7d8baedea9a,56,With Spouse,Toronto,43.63451734,-79.4288825,unemployed,0,113,0,7,0,0,0,0,0,6,0,0,2351.681218
5194,1194,1194,79237615-7a6f-45fe-8414-ef998e9de2fc,53,With Spouse,Toronto,43.67880506,-79.3358716,fulltime,52858.6,135,8,9,25,14,10,5,0,7,0,0,55160.47
5205,1205,1205,9674f9a3-d22e-4ae3-b2a4-d8e00cf5bd65,54,With Spouse,Toronto,43.66956979,-79.37520856,parttime,16648.55,148,6,7,0,18,8,0,0,0,0,0,12969.3
5211,1211,1211,51fca1b9-60d7-4609-8f45-772cde89bf77,53,With Spouse,Toronto,43.64193305,-79.39147191,fulltime,64332.15,144,6,143,12,14,7,0,0,0,0,0,68910.96
5215,1215,1215,2fb9479e-2c97-4851-a21c-69660c6a264e,54,With Spouse,Toronto,43.68351926,-79.31306029,parttime,30719.95,150,7,8,27,15,9,5,0,0,0,0,21349.06
5217,1217,1217,2e294457-3255-4f5d-b157-a0f2bd1df860,35,With Spouse,Toronto,43.65046594,-79.39227779,fulltime,35677,149,7,24,35,11,11,5,12,0,0,0,24434.05
5221,1221,1221,a38efd1d-0be3-42d4-8397-06163519c464,53,With Spouse,Toronto,43.69691738,-79.40676016,fulltime,123192.6,144,7,17,27,16,11,5,14,0,0,2,123662.27
5222,1222,1222,aa8c0a76-6a51-488f-af41-b3bab4f197e5,54,With Spouse,Toronto,43.66740764,-79.41648487,fulltime,67147.35,143,6,7,0,14,7,1,0,0,0,0,61511.56
5227,1227,1227,6f2bdefb-16fa-40c2-8811-b0956c388712,59,With Spouse,Toronto,43.6921805,-79.41662347,fulltime,49260.25,143,7,20,7,22,9,0,11,0,7,0,37055.37
5229,1229,1229,3d26ea43-fd04-4531-b4b8-f9dc11f111da,39,With Spouse,Toronto,43.64941226,-79.37087997,fulltime,47631,149,7,7,7,13,11,1,0,7,0,0,48695.73
5231,1231,1231,90242cc4-4743-46b1-8473-84cc7063817b,46,With Spouse,Toronto,43.66743469,-79.31731829,parttime,29496.5,146,5,154,18,15,8,1,0,0,0,0,26451.34
5236,1236,1236,ac568bee-f22d-4b51-ab1a-d6025adebec4,38,With Spouse,Toronto,43.64263656,-79.4230275,fulltime,36476,145,7,17,19,14,10,0,0,0,7,0,37660.62
5237,1237,1237,dc1abd2c-9f29-4e87-bb46-aac9b93ed94c,34,With Spouse,Toronto,43.64784548,-79.40585328,fulltime,43123,147,7,13,0,13,10,1,0,0,7,0,33991.33
5240,1240,1240,175adf11-0508-46d2-94c4-1d104ea47f1b,40,With Spouse,Toronto,43.71620863,-79.39752642,fulltime,55886,142,6,16,15,21,9,1,14,0,0,0,46950.76
5242,1242,1242,d4dad485-dab9-4827-ae32-16e77ac234c6,50,With Spouse,Toronto,43.65815014,-79.46761911,fulltime,40073,139,5,20,28,13,9,0,0,0,0,0,31713.54
5243,1243,1243,59cfef17-5cf2-4f58-98b9-a9ec2994ca1d,53,With Spouse,Toronto,43.70084495,-79.42154048,fulltime,54929.75,149,6,8,29,13,11,0,0,0,0,0,47153.05
5245,1245,1245,ce67067b-864b-4f4c-b160-933ac960f2d7,51,With Spouse,Toronto,43.68177612,-79.45914682,fulltime,86541.4,151,7,9,33,13,11,6,0,0,0,0,72957.7
5254,1254,1254,02cdcd27-fb77-4b34-909a-59a13ae3f20f,55,With Spouse,Toronto,43.6921805,-79.41662347,fulltime,40246.55,143,6,13,34,25,13,0,0,0,0,0,31074.6
5255,1255,1255,bb9eb597-d4ed-40ee-99f1-f67f70ce71c8,34,With Spouse,Toronto,43.65481686,-79.40148005,fulltime,57497,149,7,13,13,20,8,0,0,0,0,0,59229.11
5257,1257,1257,6ca689db-3456-454e-8c8a-0b350b7a199a,39,With Spouse,Toronto,43.64136658,-79.39976534,fulltime,52816,147,6,7,0,16,8,0,0,0,0,0,51922.19
5266,1266,1266,74530f30-2cd1-4e70-9083-b47fd2c525af,55,With Spouse,Toronto,43.70807197,-79.41839652,parttime,23748.65,150,7,7,0,27,8,0,0,0,7,0,13203.15
5269,1269,1269,b5a7b50f-2471-4feb-9721-06757f9da267,57,With Spouse,Toronto,43.70807197,-79.41839652,parttime,19324.6,144,7,6,27,17,9,1,0,0,0,0,9628.17
5272,1272,1272,8359834b-fd07-4ff1-8c5f-9baf19539b6e,37,With Spouse,Toronto,43.70882105,-79.38946915,fulltime,40011,149,7,23,14,21,11,1,0,0,0,0,37253.55
5288,1288,1288,ecb5a391-dd18-4a82-9cc5-cf25c46a15e8,33,With Spouse,Toronto,43.69839519,-79.39492383,fulltime,34329,153,5,14,12,24,10,0,0,0,0,0,35036.22
5290,1290,1290,64fd3e30-1358-4244-bc5e-e8c87a7aeb9e,32,With Spouse,Toronto,43.68069879,-79.44380218,fulltime,46800,152,7,25,6,17,8,1,14,0,0,0,48058.52
5293,1293,1293,fec69a0b-7ebf-4954-bff9-6b2632eca5c1,37,With Spouse,Toronto,43.68679966,-79.30492634,fulltime,49321,146,7,25,34,20,8,7,0,0,0,0,42645.62
5296,1296,1296,c3b902dc-d3c3-4d6f-9000-de59d6433076,36,With Spouse,Toronto,43.6861807,-79.32367519,fulltime,51982,150,7,14,0,14,7,1,0,0,0,0,46508.69
5297,1297,1297,8a2075b5-7016-41e4-8fbf-a7a9afd96550,55,With Spouse,Toronto,43.68449051,-79.3333927,fulltime,36774.7,144,6,13,18,24,9,2,0,0,7,0,24929.78
5301,1301,1301,32cc1d24-6bac-42e9-9c92-733707d1c249,46,With Spouse,Toronto,43.63883336,-79.39883876,parttime,31391.8,143,7,18,0,26,9,0,0,0,0,0,28066.52
5303,1303,1303,1dd47094-dcef-4578-ae7b-b51acb795275,44,With Spouse,Toronto,43.64843846,-79.40564197,unemployed,0,111,0,9,0,0,0,0,0,6,0,0,3136.64333
5305,1305,1305,b93a2a38-11bc-421b-96a6-9bcbd5cab9b3,50,With Spouse,Toronto,43.66397688,-79.41231344,parttime,23042.8,147,6,9,13,16,6,0,0,0,7,0,23566
5311,1311,1311,d7e9d732-217c-47f9-bf59-e7b503aba705,48,With Spouse,Toronto,43.66116268,-79.45295061,fulltime,119872.5,145,8,11,33,21,11,6,12,0,0,0,118395.67
5314,1314,1314,ec0e5303-daff-49f6-b5a3-f7b09a21ed0b,35,With Spouse,Toronto,43.65046594,-79.39227779,fulltime,37997,150,7,23,0,26,7,0,0,0,0,0,26770.32
5315,1315,1315,e8a83feb-c89b-4b0a-8f2b-d8bf59ca12a9,48,With Spouse,Toronto,43.66957122,-79.3834736,parttime,11513.7,148,7,8,35,13,9,5,0,3,0,0,8759.297271
5318,1318,1318,155d656e-fbf0-4977-abad-a850ab974243,54,With Spouse,Toronto,43.66649193,-79.42679281,parttime,31733.1,143,7,16,0,19,9,0,0,0,0,0,18336.11
5322,1322,1322,b58fa042-0910-4e66-b059-7529891c8ebd,40,With Spouse,Toronto,43.66670385,-79.40933471,fulltime,53778,147,7,17,6,15,10,0,0,0,0,0,55702.57
5328,1328,1328,cd40b5ea-6b6c-48f4-9e9b-2bdefdd4e1bf,39,With Spouse,Toronto,43.64233636,-79.41608435,fulltime,30618,146,7,10,19,11,9,6,12,7,0,0,26778.32
5329,1329,1329,e1d7e6a0-8f82-4b12-8910-2856d13681bb,62,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,116347.45,144,7,13,0,22,8,0,12,0,0,0,128793.92
5330,1330,1330,9eb765a5-b6dd-4b6f-aa75-aa41e1c93f36,53,With Spouse,Toronto,43.66355866,-79.38204618,parttime,8572.1,147,6,7,19,18,7,5,0,10,0,0,6505.135667
5333,1333,1333,962ed9db-4a3c-4313-b19b-ec7284363f02,60,With Spouse,Toronto,43.65566722,-79.34131569,parttime,27283.75,141,7,14,6,14,11,0,0,0,0,0,27014.73
5338,1338,1338,cb7f5823-81bc-4263-9c57-e9443546d898,49,With Spouse,Toronto,43.66957122,-79.3834736,parttime,12163.8,144,5,9,0,14,7,1,0,4,0,0,8583.178807
5340,1340,1340,c1036e7f-d87a-493a-8683-39a1e0018150,53,With Spouse,Toronto,43.6536513,-79.45734234,fulltime,62657.75,139,6,13,13,14,12,0,0,0,0,0,66026.16
5354,1354,1354,9bd6cc8d-54ea-4fe0-8cb0-a11a51a01242,50,With Spouse,Toronto,43.64820845,-79.43780871,parttime,28196.3,147,7,15,13,17,10,0,0,0,0,0,22734.63
5355,1355,1355,a525d10e-31b9-423f-959c-1e5573a03b4b,58,With Spouse,Toronto,43.66355866,-79.38204618,parttime,9059.7,145,6,13,12,19,8,1,0,4,0,0,9215.425188
5357,1357,1357,12b937c7-b446-4fa2-9492-c101d3b48a3e,53,With Spouse,Toronto,43.65612816,-79.44719792,unemployed,0,109,0,5,0,0,0,0,0,6,0,0,2169.879302
5359,1359,1359,a33db4b4-a794-4755-aecc-daf09c94d02f,52,With Spouse,Toronto,43.65815014,-79.46761911,fulltime,40446.65,144,7,150,7,21,8,0,0,0,7,0,30312.48
5364,1364,1364,6d831f68-4777-4047-acd8-943f52a6e193,70,With Spouse,Toronto,43.70518661,-79.42511153,parttime,18975.3,146,6,139,26,14,9,5,0,7,0,0,13789.64
5366,1366,1366,ab9cbe15-9400-48be-a530-7f1dba4cca61,50,With Spouse,Toronto,43.66639396,-79.42368658,fulltime,58388,149,7,8,0,14,9,0,0,0,0,0,51083.41
5370,1370,1370,e250d512-2a79-46ab-83d7-7254519646bb,38,With Spouse,Toronto,43.64180667,-79.47706937,fulltime,46314,146,7,17,0,18,9,0,0,0,7,0,35617.9
5375,1375,1375,02317d5f-3c5a-4048-9c2b-f2f1aa41bdc5,61,With Spouse,Toronto,43.66649193,-79.42679281,parttime,26141.15,138,7,146,46,17,8,5,0,0,0,0,14435.18
5383,1383,1383,526c7b7f-7d16-4db6-956f-e398b69467bb,39,With Spouse,Toronto,43.67765364,-79.39167893,fulltime,74752,153,7,11,6,24,9,0,0,0,0,0,79178.42
5384,1384,1384,66fc8bcb-a766-4ff1-ae56-5acea504547c,35,With Spouse,Toronto,43.64657328,-79.48269809,fulltime,56456,153,7,12,0,16,8,0,0,0,0,0,46308.08
5387,1387,1387,62467bd5-9b38-4c1a-8d89-8d2995c7f219,45,With Spouse,Toronto,43.70045978,-79.38219847,fulltime,149561.5,144,7,17,27,21,9,5,0,0,0,0,143860.02
5388,1388,1388,b9f1abb5-fa14-4e29-917b-2b87fe645b61,51,With Spouse,Toronto,43.68449051,-79.3333927,fulltime,35591.35,138,6,7,29,15,10,1,0,0,0,0,27411.74
5389,1389,1389,6db318cf-cf2a-491b-9aec-611df6630990,35,With Spouse,Toronto,43.68263508,-79.30138475,fulltime,54842,159,7,24,28,12,11,0,0,0,0,0,48307.93
5397,1397,1397,56f84985-9b10-4c06-8d34-daf8f632e5bc,46,With Spouse,Toronto,43.66670385,-79.40933471,fulltime,57884.2,147,5,17,6,21,10,0,13,0,7,0,59965.93
5412,1412,1412,94373e49-b5da-496d-b3be-1c098539d6fc,56,With Spouse,Toronto,43.67854556,-79.35394759,fulltime,55352.95,142,8,9,18,20,9,0,0,0,0,0,59830.31
5417,1417,1417,a36633b3-d9dd-4ba1-8e73-53c28cf1464a,78,With Spouse,Toronto,43.6671622,-79.32449482,unemployed,33336.1,136,7,5,39,12,10,0,7,0,0,0,25992.79
5425,1425,1425,241f6522-6390-4db1-8224-709b130b941a,44,With Spouse,Toronto,43.6605928,-79.37834504,fulltime,60779.4,148,8,14,35,20,10,1,0,0,0,0,54826.72
5426,1426,1426,da187411-a56a-4b12-b620-6d22f53682f8,45,With Spouse,Toronto,43.70882105,-79.38946915,fulltime,58972.1,145,8,19,6,14,8,0,0,0,7,0,62923.53
5427,1427,1427,35f9f868-969e-427a-8e21-5ea950b9077b,38,With Spouse,Toronto,43.64136658,-79.39976534,fulltime,51985,140,7,9,19,14,12,6,14,7,0,2,50717.55
5429,1429,1429,83b9fbeb-a745-4069-ac79-9e9f4d5044ce,34,With Spouse,Toronto,43.66439694,-79.32065058,fulltime,46515,149,7,153,7,12,7,0,0,0,7,0,36195.69
5436,1436,1436,5cd9cee5-98ba-45f1-9a05-7ad7e90dd463,46,With Spouse,Toronto,43.71786697,-79.40233486,fulltime,45056,144,6,9,0,15,8,0,0,0,0,0,39331.4
5440,1440,1440,02de60e4-a6ea-477c-b919-782fe22c7185,55,With Spouse,Toronto,43.6671622,-79.32449482,fulltime,66547.05,145,6,6,0,25,8,1,0,0,7,0,59549.93
5441,1441,1441,880067e1-dbda-4d1c-b5f5-654da1a30220,55,With Spouse,Toronto,43.70518661,-79.42511153,parttime,23227.7,144,6,142,7,25,10,0,0,0,0,0,17594.29
5444,1444,1444,dd1372a3-68f4-4ca6-a09b-8edb45016d21,64,With Spouse,Toronto,43.72529452,-79.39379766,fulltime,112620.6,142,7,7,34,19,13,1,0,0,0,2,114683.84
5447,1447,1447,7b7a4e2c-5220-4394-a205-5c3ee8649838,49,With Spouse,Toronto,43.68180217,-79.31732796,fulltime,47215.3,142,5,9,0,18,9,0,13,0,7,0,37526.24
5448,1448,1448,b0869bfc-5380-4784-9d63-67c664358108,38,With Spouse,Toronto,43.64344974,-79.3986184,fulltime,61360,153,6,10,6,17,11,1,0,0,0,0,66180.55
5452,1452,1452,a02cad9f-f12d-4772-93ef-6900af779dc9,50,With Spouse,Toronto,43.66116268,-79.45295061,unemployed,0,113,0,8,0,0,0,0,0,6,0,0,2862.330287
5461,1461,1461,00dfe8e6-e02c-40af-99db-4f1a080c4b9b,34,With Spouse,Toronto,43.67617788,-79.43902679,fulltime,49531,147,7,13,27,17,12,5,0,0,0,0,44248.3
5466,1466,1466,1c749f9a-28e7-45ba-979f-b1c27cd95cce,50,With Spouse,Toronto,43.65537057,-79.46250686,parttime,23555.4,144,7,16,33,16,10,1,0,0,0,0,12416.19
5468,1468,1468,03450e4e-1b0e-4ee8-b61a-0e4a48cc0d04,52,With Spouse,Toronto,43.65621109,-79.40110974,parttime,21724.65,145,7,6,12,18,8,0,14,0,0,0,21063.55
5472,1472,1472,573be5a2-ec6f-4d14-a0ee-aa2c42d911c7,55,With Spouse,Toronto,43.67401845,-79.3778038,fulltime,153257.05,145,8,8,19,26,11,5,14,7,0,0,168466.33
5473,1473,1473,5edb670f-caf3-4107-9878-74a6c59afb8f,56,With Spouse,Toronto,43.70632997,-79.4026986,fulltime,61250.15,144,7,6,12,17,10,0,0,0,0,0,66449.33
5478,1478,1478,c0e94779-9c64-4d6c-9ba4-28911fd8b1eb,52,With Spouse,Toronto,43.65972468,-79.33729923,parttime,31231.7,142,6,6,18,18,9,0,0,0,0,0,29244.19
5479,1479,1479,9e43877d-8e23-4ea6-aaa1-a08ab9637870,53,With Spouse,Toronto,43.66607729,-79.40145482,parttime,30960.3,150,6,6,12,16,8,0,0,0,0,0,31850.71
5481,1481,1481,e2347639-7220-41bd-81d9-83e9d8d6caea,44,With Spouse,Toronto,43.71620863,-79.39752642,fulltime,54523.7,139,8,18,19,14,14,5,0,0,0,2,47105.34
5482,1482,1482,98e7bce6-dab6-40cb-a798-f135478c69f1,49,With Spouse,Toronto,43.69757356,-79.38598058,fulltime,85952.9,150,7,7,6,16,13,0,12,0,0,0,94261.75
5485,1485,1485,10e03ef2-5486-410a-8fa4-5316b5709ffa,54,With Spouse,Toronto,43.68263084,-79.30523683,fulltime,81981.2,147,6,138,20,23,8,1,0,7,0,0,84462.33
5486,1486,1486,99d5f426-74c6-4b53-be44-cf24dd666b61,51,With Spouse,Toronto,43.65612816,-79.44719792,fulltime,81712.4,146,6,16,24,14,10,0,0,0,0,0,87003.59
5487,1487,1487,c7968ed6-a6f7-4a68-ae0b-3a8bfdf2e68b,55,With Spouse,Toronto,43.67387851,-79.29917627,fulltime,71204.55,142,7,7,13,24,12,1,0,0,0,0,76579.45
5490,1490,1490,7056e0c6-a27f-489b-ae10-9b33cce91d60,53,With Spouse,Toronto,43.65972468,-79.33729923,unemployed,0,108,0,7,0,0,0,0,0,6,0,0,2515.479247
5491,1491,1491,34d09600-659b-4461-bca4-69aa74ccfe45,45,With Spouse,Toronto,43.63911007,-79.47258856,fulltime,38607.8,149,7,8,12,14,7,0,0,0,0,0,39989.43
5492,1492,1492,5119e7af-f2d8-4650-b493-608be07caf80,49,With Spouse,Toronto,43.66607729,-79.40145482,parttime,24757.7,142,6,7,6,16,8,0,0,0,0,0,24967.6
5493,1493,1493,e46046c8-583e-4c5e-a5c4-1ba80540f5e0,52,With Spouse,Toronto,43.68200266,-79.30161387,fulltime,55557.65,152,7,13,33,18,15,0,13,0,0,0,48383.01
5497,1497,1497,183b9805-f0ea-4aa9-bf55-c1fc8805436a,54,With Spouse,Toronto,43.72529452,-79.39379766,fulltime,128521.7,145,5,13,7,19,9,0,15,0,7,0,129282.43
5501,1501,1501,edb0b750-5de8-4dcb-bb5f-c48a8840b6f3,45,With Spouse,Toronto,43.6536513,-79.45734234,fulltime,60311.9,149,6,9,18,14,9,0,0,0,0,0,63887.29
5504,1504,1504,bb378522-cad8-420d-bead-444034e1be27,54,With Spouse,Toronto,43.68200266,-79.30161387,fulltime,70228.2,145,6,7,0,19,7,0,0,0,7,0,65508.19
5505,1505,1505,6dc961dd-e42c-41e8-9e12-886c268af1dc,60,With Spouse,Toronto,43.63994376,-79.47358752,fulltime,36024.9,143,6,138,33,13,10,5,0,7,0,0,32167.17
5506,1506,1506,ef928b6b-0d70-429f-bd57-7a68091f0841,39,With Spouse,Toronto,43.67040561,-79.33583691,unemployed,0,111,0,8,0,0,0,0,0,6,0,0,2625.488041
5508,1508,1508,c190b9fd-fd72-4f3f-abb0-2127b638b735,53,With Spouse,Toronto,43.67854556,-79.35394759,fulltime,50748.35,142,7,6,6,17,10,0,0,0,0,0,54562.89
5509,1509,1509,1fd0f5b4-efae-437a-9f6d-e19b2848e263,56,With Spouse,Toronto,43.67750603,-79.33890389,fulltime,36588.4,148,6,23,19,15,9,0,0,0,0,0,35112.43
5512,1512,1512,78a2f5ca-d53a-435e-8633-67a48941db25,40,With Spouse,Toronto,43.65099751,-79.4165558,fulltime,23857,140,7,9,12,28,9,0,0,0,0,0,21429.02
5513,1513,1513,9a1be965-388c-4159-beba-f05a032842b8,54,With Spouse,Toronto,43.662202,-79.38416649,fulltime,50532.15,143,6,140,13,13,8,0,0,0,0,0,53359.55
5520,1520,1520,e9230859-7c8b-4737-ab15-955d781c69a1,33,With Spouse,Toronto,43.6861807,-79.32367519,fulltime,45848,152,7,144,35,27,11,6,0,0,0,0,39130.51
5522,1522,1522,7329a1c6-2381-47af-aaee-02776206efa5,38,With Spouse,Toronto,43.67617788,-79.43902679,fulltime,60324,134,6,10,0,13,7,0,0,0,0,0,54431.84
5528,1528,1528,5cb4afce-8578-49db-935a-fa7c1d93fbc7,47,With Spouse,Toronto,43.71105585,-79.38070828,parttime,23987.7,149,6,9,28,25,8,1,0,1,0,0,11814.82582
5532,1532,1532,daa7f0b0-c7fb-434b-b57f-1b36ef517d37,35,With Spouse,Toronto,43.65902759,-79.4856982,fulltime,54116,159,6,151,14,22,9,0,13,0,7,0,56454.31
5543,1543,1543,08b509ab-dc3c-4909-a379-ba38b98e6f24,28,With Spouse,Toronto,43.64657328,-79.48269809,parttime,19788.12,146,7,13,35,19,9,6,13,0,0,0,13287.67
